Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Transaction_Amount_log,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
1127,794,2023-02-16 22:00:00,3770.0,Investment,8.235095497258357,9.0,Good service,9
1128,808,2023-02-16 23:00:00,4562.0,Investment,8.425735580927402,8.0,Needs improvement,4
1129,806,2023-02-17 00:00:00,3036.0,Bill Payment,8.01862546504575,10.0,Good service,2
1130,422,2023-02-17 01:00:00,3975.0,Loan Payment,8.288031567776464,10.0,Good service,10
1131,964,2023-02-17 02:00:00,1611.0,Bill Payment,7.385230923066573,6.0,Very satisfied,4
1132,775,2023-02-17 03:00:00,1156.0,Loan Payment,7.053585727193677,10.0,Needs improvement,10
1133,478,2023-02-17 04:00:00,4336.0,Loan Payment,8.374938143835367,7.0,Good service,3
1134,926,2023-02-17 05:00:00,2694.0,Loan Payment,7.899153483343097,15.5,Good service,9
1135,120,2023-02-17 06:00:00,121.0,Bill Payment,4.804021044733257,10.0,Needs improvement,6
1136,915,2023-02-17 07:00:00,602.0,Bill Payment,6.401917196727186,10.0,Needs improvement,2
1137,743,2023-02-17 08:00:00,2449.0,Purchase,7.803843303538772,10.0,Very satisfied,3
1138,291,2023-02-17 09:00:00,1248.0,Loan Payment,7.130098510125578,10.0,Unsatisfactory,3
1139,488,2023-02-17 10:00:00,2804.0,Bill Payment,7.9391588179567965,9.0,Good service,9
1140,161,2023-02-17 11:00:00,2424.0,Purchase,7.793586803371584,9.0,Excellent,5
1141,673,2023-02-17 12:00:00,2139.0,Loan Payment,7.668561108015897,8.0,Needs improvement,10
1142,78,2023-02-17 13:00:00,2863.0,Bill Payment,7.9599745280805365,8.0,Good service,2
1143,38,2023-02-17 14:00:00,2879.0,Bill Payment,7.965545573129992,9.0,Very satisfied,3
1144,394,2023-02-17 15:00:00,3608.0,Bill Payment,8.19118600464279,10.0,Unsatisfactory,2
1145,441,2023-02-17 16:00:00,3813.0,Investment,8.246433786160365,9.0,Excellent,2
1146,540,2023-02-17 17:00:00,1536.0,Purchase,7.337587743538596,10.0,Unsatisfactory,2
1147,462,2023-02-17 18:00:00,1979.0,Bill Payment,7.590852123688581,10.0,Unsatisfactory,9
1148,612,2023-02-17 19:00:00,961.0,Investment,6.8690144506657065,10.0,Excellent,7
1149,294,2023-02-17 20:00:00,1512.0,Purchase,7.321849713788356,9.0,Very satisfied,2
1150,400,2023-02-17 21:00:00,4477.0,Purchase,8.4069317971587,9.0,Good service,5
1151,636,2023-02-17 22:00:00,0.0,Investment,0.0,10.0,Unsatisfactory,9
1152,917,2023-02-17 23:00:00,0.0,Purchase,0.0,10.0,Good service,2
1153,92,2023-02-18 00:00:00,3996.0,Investment,8.293299358711323,7.0,Needs improvement,6
1154,767,2023-02-18 01:00:00,2364.0,Loan Payment,7.768533300926033,6.0,Needs improvement,8
1155,609,2023-02-18 02:00:00,235.0,Bill Payment,5.4638318050256105,10.0,Good service,1
1156,6,2023-02-18 03:00:00,3021.0,Investment,8.013674142832684,3.0,Needs improvement,1
1157,681,2023-02-18 04:00:00,4136.0,Purchase,8.327726166461412,10.0,Very satisfied,2
1158,895,2023-02-18 05:00:00,623.0,Purchase,6.436150368369428,10.0,Unsatisfactory,2
1159,271,2023-02-18 06:00:00,108.0,Loan Payment,4.6913478822291435,8.0,Unsatisfactory,9
1160,620,2023-02-18 07:00:00,820.0,Loan Payment,6.710523109452428,10.0,Good service,8
1161,899,2023-02-18 08:00:00,3347.0,Loan Payment,8.116118431609365,9.0,Needs improvement,5
1162,811,2023-02-18 09:00:00,2709.0,Loan Payment,7.904703913873747,10.0,Excellent,8
1163,559,2023-02-18 10:00:00,4919.0,Loan Payment,8.501063809486354,10.0,Good service,10
1164,99,2023-02-18 11:00:00,1029.0,Bill Payment,6.937314081223682,9.0,Unsatisfactory,4
1165,526,2023-02-18 12:00:00,3035.0,Investment,8.01829613851552,9.0,Good service,7
1166,194,2023-02-18 13:00:00,3538.0,Loan Payment,8.171599480345463,3.0,Good service,7
1167,157,2023-02-18 14:00:00,3896.0,Loan Payment,8.26796230533871,9.0,Unsatisfactory,8
1168,900,2023-02-18 15:00:00,2989.0,Bill Payment,8.003028666384733,10.0,Unsatisfactory,5
1169,666,2023-02-18 16:00:00,3350.0,Investment,8.11701408773731,8.0,Good service,6
1170,115,2023-02-18 17:00:00,806.0,Loan Payment,6.693323668269949,7.0,Good service,7
1171,396,2023-02-18 18:00:00,0.0,Investment,0.0,10.0,Needs improvement,2
1172,770,2023-02-18 19:00:00,3076.0,Investment,8.031710375322042,10.0,Unsatisfactory,4
1173,657,2023-02-18 20:00:00,3030.0,Bill Payment,8.016647877057803,9.0,Needs improvement,9
1174,803,2023-02-18 21:00:00,2690.0,Bill Payment,7.897668150726906,9.0,Unsatisfactory,7
1175,522,2023-02-18 22:00:00,4451.0,Loan Payment,8.401108712395436,9.0,Unsatisfactory,9
1176,880,2023-02-18 23:00:00,4829.0,Purchase,8.482601746646619,10.0,Good service,10
1177,214,2023-02-19 00:00:00,2958.0,Bill Payment,7.99260665240021,9.0,Good service,7
1178,745,2023-02-19 01:00:00,3741.0,Investment,8.227375506834035,10.0,Unsatisfactory,2
1179,683,2023-02-19 02:00:00,1111.0,Investment,7.013915474810528,9.0,Very satisfied,8
1180,533,2023-02-19 03:00:00,1047.0,Loan Payment,6.954638864880987,9.0,Very satisfied,1
1181,15,2023-02-19 04:00:00,4241.0,Loan Payment,8.352790135124629,10.0,Very satisfied,6
1182,419,2023-02-19 05:00:00,801.0,Loan Payment,6.687108607866515,10.0,Good service,7
1183,368,2023-02-19 06:00:00,4184.0,Investment,8.339261982923576,6.0,Needs improvement,5
1184,638,2023-02-19 07:00:00,1788.0,Bill Payment,7.489412083508719,10.0,Good service,4
1185,853,2023-02-19 08:00:00,4810.0,Purchase,8.478660241699453,9.0,Very satisfied,7
1186,853,2023-02-19 09:00:00,991.0,Bill Payment,6.899723107284872,9.0,Very satisfied,7
1187,213,2023-02-19 10:00:00,1275.0,Purchase,7.151485463904735,6.0,Very satisfied,9
1188,700,2023-02-19 11:00:00,753.0,Bill Payment,6.625392368007956,9.0,Needs improvement,9
1189,684,2023-02-19 12:00:00,2441.0,Loan Payment,7.80057265467065,9.0,Good service,1
1190,992,2023-02-19 13:00:00,384.0,Investment,5.953243334287785,7.0,Needs improvement,2
1191,759,2023-02-19 14:00:00,1763.0,Purchase,7.475339236566737,10.0,Very satisfied,9
1192,5,2023-02-19 15:00:00,3907.0,Bill Payment,8.270781013162674,8.0,Unsatisfactory,7
1193,231,2023-02-19 16:00:00,2546.0,Investment,7.842671474979457,10.0,Unsatisfactory,8
1194,201,2023-02-19 17:00:00,2001.0,Purchase,7.601901959875166,10.0,Unsatisfactory,8
1195,885,2023-02-19 18:00:00,2938.0,Purchase,7.985824666418917,10.0,Good service,10
1196,402,2023-02-19 19:00:00,3456.0,Investment,8.148156439921625,9.0,Unsatisfactory,2
1197,149,2023-02-19 20:00:00,601.0,Loan Payment,6.400257445308821,6.0,Good service,2
1198,584,2023-02-19 21:00:00,4638.0,Investment,8.442254104751743,6.0,Very satisfied,3
1199,492,2023-02-19 22:00:00,0.0,Loan Payment,0.0,7.0,Needs improvement,5
1200,226,2023-02-19 23:00:00,2882.0,Bill Payment,7.9665866976384025,8.0,Excellent,6
1201,586,2023-02-20 00:00:00,1186.0,Bill Payment,7.079184394609668,9.0,Very satisfied,9
1202,819,2023-02-20 01:00:00,1345.0,Investment,7.204892510204673,6.0,Good service,5
1203,169,2023-02-20 02:00:00,4703.0,Loan Payment,8.456168489578463,7.0,Good service,2
1204,761,2023-02-20 03:00:00,122.0,Bill Payment,4.812184355372417,7.0,Good service,7
1205,792,2023-02-20 04:00:00,3782.0,Loan Payment,8.23827262463303,9.0,Excellent,4
1206,1000,2023-02-20 05:00:00,1855.0,Loan Payment,7.526178913346146,6.0,Unsatisfactory,5
1207,152,2023-02-20 06:00:00,1997.0,Loan Payment,7.599901959208498,10.0,Needs improvement,7
1208,224,2023-02-20 07:00:00,4839.0,Investment,8.484669999710677,10.0,Excellent,1
1209,504,2023-02-20 08:00:00,1995.0,Loan Payment,7.59890045687141,8.0,Good service,3
1210,737,2023-02-20 09:00:00,3302.0,Investment,8.10258642539079,10.0,Good service,6
1211,550,2023-02-20 10:00:00,3252.0,Bill Payment,8.087332926473351,9.0,Very satisfied,8
1212,44,2023-02-20 11:00:00,262.0,Bill Payment,5.572154032177765,10.0,Good service,8
1213,697,2023-02-20 12:00:00,133.0,Purchase,4.897839799950911,10.0,Very satisfied,4
1214,504,2023-02-20 13:00:00,1246.0,Purchase,7.1284959456800365,8.0,Good service,3
1215,955,2023-02-20 14:00:00,633.0,Bill Payment,6.452048954437226,4.0,Good service,9
1216,241,2023-02-20 15:00:00,3166.0,Loan Payment,8.06054004653864,10.0,Very satisfied,2
1217,930,2023-02-20 16:00:00,3146.0,Loan Payment,8.054204897064407,8.0,Good service,9
1218,843,2023-02-20 17:00:00,3399.0,Bill Payment,8.131530710604252,10.0,Unsatisfactory,8
1219,351,2023-02-20 18:00:00,3427.0,Bill Payment,8.13973227971767,10.0,Needs improvement,10
1220,722,2023-02-20 19:00:00,1665.0,Purchase,7.418180822726788,10.0,Unsatisfactory,1
1221,23,2023-02-20 20:00:00,1276.0,Loan Payment,7.152268856032539,8.0,Good service,6
1222,636,2023-02-20 21:00:00,2955.0,Bill Payment,7.991592282068092,10.0,Unsatisfactory,9
1223,598,2023-02-20 22:00:00,1170.0,Purchase,7.065613363597717,10.0,Good service,10
1224,43,2023-02-20 23:00:00,2304.0,Purchase,7.742835955430749,10.0,Good service,5
1225,466,2023-02-21 00:00:00,450.0,Loan Payment,6.111467339502679,10.0,Very satisfied,9
1226,40,2023-02-21 01:00:00,2102.0,Purchase,7.6511201757027,9.0,Unsatisfactory,10
1227,303,2023-02-21 02:00:00,2715.0,Purchase,7.906915488678587,8.0,Good service,9
1228,681,2023-02-21 03:00:00,3769.0,Investment,8.234830280442056,10.0,Very satisfied,2
1229,175,2023-02-21 04:00:00,563.0,Bill Payment,6.335054251498059,7.0,Good service,7
1230,999,2023-02-21 05:00:00,4914.0,Loan Payment,8.500047032581268,10.0,Good service,9
1231,532,2023-02-21 06:00:00,1122.0,Bill Payment,7.023758954738443,8.0,Unsatisfactory,5
1232,461,2023-02-21 07:00:00,2787.0,Investment,7.933079771880415,10.0,Good service,9
1233,621,2023-02-21 08:00:00,1843.0,Loan Payment,7.519692404116539,10.0,Needs improvement,10
1234,193,2023-02-21 09:00:00,1324.0,Bill Payment,7.1891677384203225,10.0,Unsatisfactory,1
1235,244,2023-02-21 10:00:00,3503.0,Purchase,8.161660452056282,7.0,Unsatisfactory,6
1236,836,2023-02-21 11:00:00,3148.0,Loan Payment,8.054840221101024,10.0,Good service,6
1237,280,2023-02-21 12:00:00,3122.0,Investment,8.046549357283078,10.0,Good service,5
1238,740,2023-02-21 13:00:00,108.0,Purchase,4.6913478822291435,10.0,Unsatisfactory,6
1239,36,2023-02-21 14:00:00,3935.0,Investment,8.277920258172143,9.0,Very satisfied,8
1240,557,2023-02-21 15:00:00,1489.0,Purchase,7.306531398939505,7.0,Good service,5
1241,898,2023-02-21 16:00:00,4406.0,Bill Payment,8.390949464841986,10.0,Good service,2
1242,540,2023-02-21 17:00:00,1232.0,Bill Payment,7.117205503164344,10.0,Unsatisfactory,2
1243,154,2023-02-21 18:00:00,4593.0,Bill Payment,8.432506383249043,7.0,Unsatisfactory,10
1244,23,2023-02-21 19:00:00,1014.0,Investment,6.922643891475888,8.0,Good service,6
1245,719,2023-02-21 20:00:00,486.0,Loan Payment,6.18826412308259,9.0,Needs improvement,10
1246,932,2023-02-21 21:00:00,1145.0,Bill Payment,7.044032897274685,9.0,Very satisfied,2
1247,91,2023-02-21 22:00:00,2866.0,Investment,7.96102146588337,10.0,Excellent,9
1248,390,2023-02-21 23:00:00,1715.0,Purchase,7.447751280047908,9.0,Good service,4
1249,931,2023-02-22 00:00:00,527.0,Bill Payment,6.269096283706261,10.0,Good service,2
1250,359,2023-02-22 01:00:00,1230.0,Purchase,7.115582126184454,9.0,Very satisfied,2
1251,550,2023-02-22 02:00:00,2516.0,Bill Payment,7.830822995135316,9.0,Very satisfied,8
1252,931,2023-02-22 03:00:00,4335.0,Purchase,8.374707543119483,10.0,Good service,2
1253,228,2023-02-22 04:00:00,1201.0,Investment,7.091742115095153,10.0,Unsatisfactory,1
1254,202,2023-02-22 05:00:00,3890.0,Bill Payment,8.266421472984554,9.0,Unsatisfactory,3
1255,350,2023-02-22 06:00:00,3253.0,Investment,8.087640287778983,10.0,Unsatisfactory,7
1256,821,2023-02-22 07:00:00,1987.0,Investment,7.59488438721652,10.0,Excellent,10
1257,766,2023-02-22 08:00:00,2252.0,Purchase,7.720017940432244,9.0,Very satisfied,6
1258,38,2023-02-22 09:00:00,3100.0,Bill Payment,8.03947991910045,9.0,Very satisfied,3
1259,733,2023-02-22 10:00:00,1897.0,Loan Payment,7.5485559791698735,9.0,Very satisfied,8
1260,500,2023-02-22 11:00:00,4569.0,Loan Payment,8.42726848388825,7.0,Very satisfied,9
1261,699,2023-02-22 12:00:00,983.0,Investment,6.891625897052253,9.0,Good service,3
1262,43,2023-02-22 13:00:00,75.0,Purchase,4.330733340286331,10.0,Good service,5
1263,871,2023-02-22 14:00:00,2916.0,Purchase,7.978310969867722,9.0,Needs improvement,7
1264,626,2023-02-22 15:00:00,0.0,Purchase,0.0,9.0,Good service,10
1265,772,2023-02-22 16:00:00,390200.0,Bill Payment,12.874417269956178,9.0,Unsatisfactory,8
1266,517,2023-02-22 17:00:00,317.0,Bill Payment,5.762051382780177,10.0,Good service,9
1267,68,2023-02-22 18:00:00,3418.0,Purchase,8.137103389639302,4.0,Excellent,1
1268,740,2023-02-22 19:00:00,3752.0,Loan Payment,8.23031079913502,10.0,Unsatisfactory,6
1269,123,2023-02-22 20:00:00,792.0,Loan Payment,6.675823221634848,2.0,Good service,4
1270,685,2023-02-22 21:00:00,4226.0,Bill Payment,8.34924780056679,9.0,Unsatisfactory,2
1271,336,2023-02-22 22:00:00,775.0,Purchase,6.654152520183219,5.0,Good service,6
1272,153,2023-02-22 23:00:00,3485.0,Loan Payment,8.156510226079966,10.0,Excellent,6
1273,974,2023-02-23 00:00:00,782.0,Loan Payment,6.663132695990803,10.0,Good service,10
1274,779,2023-02-23 01:00:00,3867.0,Bill Payment,8.260492856573185,8.0,Good service,3
1275,669,2023-02-23 02:00:00,3195.0,Bill Payment,8.069655306886165,7.0,Needs improvement,2
1276,162,2023-02-23 03:00:00,549.0,Loan Payment,6.309918278226516,10.0,Very satisfied,6
1277,214,2023-02-23 04:00:00,2059.0,Purchase,7.630461261783627,9.0,Good service,7
1278,910,2023-02-23 05:00:00,3293.0,Loan Payment,8.099857910737585,10.0,Needs improvement,7
1279,376,2023-02-23 06:00:00,4685.0,Loan Payment,8.452334619067742,7.0,Very satisfied,9
1280,920,2023-02-23 07:00:00,1673.0,Purchase,7.422971251049421,10.0,Good service,3
1281,443,2023-02-23 08:00:00,1057.0,Bill Payment,6.964135612418245,10.0,Unsatisfactory,1
1282,423,2023-02-23 09:00:00,3846.0,Purchase,8.255048902752295,6.0,Unsatisfactory,10
1283,538,2023-02-23 10:00:00,3449.0,Purchase,8.146129510025405,10.0,Good service,5
1284,939,2023-02-23 11:00:00,515.0,Purchase,6.246106765481563,9.0,Excellent,9
1285,804,2023-02-23 12:00:00,3257.0,Purchase,8.08886878916199,10.0,Unsatisfactory,1
1286,935,2023-02-23 13:00:00,3510.0,Bill Payment,8.163656176168432,10.0,Good service,6
1287,701,2023-02-23 14:00:00,1920.0,Loan Payment,7.560601162768557,8.0,Good service,8
1288,912,2023-02-23 15:00:00,742.0,Investment,6.610696044717759,9.0,Needs improvement,1
1289,634,2023-02-23 16:00:00,3523.0,Bill Payment,8.16735198705607,10.0,Good service,6
1290,230,2023-02-23 17:00:00,1581.0,Purchase,7.366445148327599,6.0,Good service,1
1291,59,2023-02-23 18:00:00,4619.0,Loan Payment,8.438149984075785,10.0,Unsatisfactory,6
1292,96,2023-02-23 19:00:00,2952.0,Loan Payment,7.990576881743923,10.0,Unsatisfactory,2
1293,262,2023-02-23 20:00:00,4466.0,Purchase,8.404472321352118,10.0,Excellent,8
1294,354,2023-02-23 21:00:00,2331.0,Bill Payment,7.754481547470383,9.0,Unsatisfactory,8
1295,312,2023-02-23 22:00:00,3345.0,Purchase,8.11552088154677,8.0,Excellent,7
1296,136,2023-02-23 23:00:00,4632.0,Loan Payment,8.440959885416648,5.0,Needs improvement,2
1297,862,2023-02-24 00:00:00,4384.0,Loan Payment,8.385944904806284,9.0,Good service,4
1298,795,2023-02-24 01:00:00,2763.0,Bill Payment,7.92443418488756,10.0,Good service,2
1299,967,2023-02-24 02:00:00,1382.0,Investment,7.232010331664759,10.0,Good service,1
1300,923,2023-02-24 03:00:00,1454.0,Purchase,7.282761179605593,7.0,Needs improvement,2
1301,473,2023-02-24 04:00:00,3386.0,Investment,8.127699852817772,10.0,Unsatisfactory,5
1302,632,2023-02-24 05:00:00,299.0,Loan Payment,5.703782474656201,8.0,Needs improvement,2
1303,430,2023-02-24 06:00:00,2075.0,Investment,7.638198244285779,7.0,Needs improvement,6
1304,937,2023-02-24 07:00:00,73.0,Purchase,4.304065093204169,10.0,Good service,7
1305,975,2023-02-24 08:00:00,3955.0,Purchase,8.282988692742602,9.0,Needs improvement,3
1306,537,2023-02-24 09:00:00,339.0,Loan Payment,5.8289456176102075,9.0,Good service,7
1307,854,2023-02-24 10:00:00,4868.0,Bill Payment,8.4906438561827,10.0,Excellent,9
1308,146,2023-02-24 11:00:00,1973.0,Bill Payment,7.587817219993427,5.0,Unsatisfactory,9
1309,524,2023-02-24 12:00:00,3098.0,Loan Payment,8.038834757787749,10.0,Good service,9
1310,87,2023-02-24 13:00:00,2500.0,Purchase,7.824445930877619,8.0,Very satisfied,10
1311,947,2023-02-24 14:00:00,150.0,Bill Payment,5.017279836814924,9.0,Excellent,4
1312,109,2023-02-24 15:00:00,4549.0,Investment,8.422882511944996,4.0,Good service,7
1313,423,2023-02-24 16:00:00,2483.0,Loan Payment,7.81762544305337,6.0,Unsatisfactory,10
1314,345,2023-02-24 17:00:00,3913.0,Investment,8.272315147956022,7.0,Needs improvement,9
1315,266,2023-02-24 18:00:00,459.0,Purchase,6.131226489483141,2.0,Very satisfied,6
1316,734,2023-02-24 19:00:00,1835.0,Bill Payment,7.515344571180436,10.0,Good service,4
1317,586,2023-02-24 20:00:00,4456.0,Purchase,8.402231172946555,9.0,Very satisfied,9
1318,994,2023-02-24 21:00:00,4704.0,Investment,8.45638105201948,8.0,Very satisfied,2
1319,494,2023-02-24 22:00:00,4816.0,Purchase,8.479906606630221,7.0,Needs improvement,7
1320,333,2023-02-24 23:00:00,879.0,Purchase,6.779921907472252,6.0,Good service,2
1321,822,2023-02-25 00:00:00,0.0,Loan Payment,0.0,9.0,Unsatisfactory,4
1322,413,2023-02-25 01:00:00,0.0,Loan Payment,0.0,10.0,Needs improvement,6
1323,614,2023-02-25 02:00:00,3612.0,Purchase,8.19229373114764,10.0,Very satisfied,10
1324,937,2023-02-25 03:00:00,402.0,Loan Payment,5.998936561946683,10.0,Good service,7
1325,649,2023-02-25 04:00:00,851.0,Purchase,6.747586526829315,10.0,Unsatisfactory,2
1326,191,2023-02-25 05:00:00,2458.0,Investment,7.807510042216193,9.0,Good service,8
1327,973,2023-02-25 06:00:00,2801.0,Loan Payment,7.938088726896952,10.0,Needs improvement,1
1328,933,2023-02-25 07:00:00,2963.0,Purchase,7.994294986415977,8.0,Good service,9
1329,142,2023-02-25 08:00:00,1368.0,Loan Payment,7.221835825288449,9.0,Unsatisfactory,2
1330,869,2023-02-25 09:00:00,1000.0,Purchase,6.90875477931522,9.0,Needs improvement,3
1331,73,2023-02-25 10:00:00,1048.0,Loan Payment,6.955592608396297,10.0,Good service,3
1332,840,2023-02-25 11:00:00,37.0,Bill Payment,3.6375861597263857,10.0,Needs improvement,3
1333,167,2023-02-25 12:00:00,397.0,Purchase,5.986452005284438,8.0,Needs improvement,1
1334,168,2023-02-25 13:00:00,842.0,Bill Payment,6.736966958001855,10.0,Very satisfied,10
1335,566,2023-02-25 14:00:00,259.0,Purchase,5.560681631015528,10.0,Unsatisfactory,1
1336,259,2023-02-25 15:00:00,2037.0,Bill Payment,7.61972421378267,9.0,Good service,1
1337,439,2023-02-25 16:00:00,1538.0,Purchase,7.338888133838879,10.0,Very satisfied,3
1338,111,2023-02-25 17:00:00,4203.0,Loan Payment,8.343791731996841,9.0,Needs improvement,2
1339,744,2023-02-25 18:00:00,0.0,Bill Payment,0.0,10.0,Unsatisfactory,7
1340,673,2023-02-25 19:00:00,1370.0,Loan Payment,7.223295679562314,8.0,Needs improvement,10
1341,864,2023-02-25 20:00:00,3119.0,Purchase,8.045588280803528,10.0,Good service,4
1342,839,2023-02-25 21:00:00,1333.0,Loan Payment,7.195937226475569,10.0,Good service,2
1343,531,2023-02-25 22:00:00,2236.0,Purchase,7.71289096149013,9.0,Excellent,6
1344,290,2023-02-25 23:00:00,3690.0,Loan Payment,8.213652703029998,6.0,Good service,2
1345,974,2023-02-26 00:00:00,901.0,Bill Payment,6.804614520062624,10.0,Good service,10
1346,562,2023-02-26 01:00:00,1315.0,Purchase,7.182352111885263,9.0,Good service,2
1347,510,2023-02-26 02:00:00,4558.0,Loan Payment,8.424858580213442,4.0,Excellent,8
1348,175,2023-02-26 03:00:00,4202.0,Purchase,8.343553835005117,7.0,Good service,7
1349,302,2023-02-26 04:00:00,271.0,Purchase,5.605802066295998,6.0,Good service,1
1350,696,2023-02-26 05:00:00,2350.0,Purchase,7.762596048540069,5.0,Good service,9
1351,185,2023-02-26 06:00:00,1803.0,Investment,7.4977617006225685,10.0,Good service,4
1352,339,2023-02-26 07:00:00,2306.0,Purchase,7.7437032581737535,10.0,Very satisfied,9
1353,510,2023-02-26 08:00:00,2302.0,Loan Payment,7.741967899820685,4.0,Excellent,8
1354,819,2023-02-26 09:00:00,2180.0,Investment,7.687538766201629,6.0,Good service,5
1355,310,2023-02-26 10:00:00,334.0,Loan Payment,5.814130531825066,10.0,Needs improvement,1
1356,507,2023-02-26 11:00:00,995.0,Investment,6.903747257584598,8.0,Needs improvement,10
1357,346,2023-02-26 12:00:00,4792.0,Purchase,8.474911799159631,8.0,Unsatisfactory,6
1358,81,2023-02-26 13:00:00,3862.0,Bill Payment,8.259199362666282,6.0,Very satisfied,6
1359,374,2023-02-26 14:00:00,1749.0,Bill Payment,7.4673710669175595,7.0,Needs improvement,8
1360,156,2023-02-26 15:00:00,1870.0,Purchase,7.534228326274089,4.0,Very satisfied,8
1361,787,2023-02-26 16:00:00,3147.0,Investment,8.054522609537294,7.0,Needs improvement,1
1362,795,2023-02-26 17:00:00,3908.0,Loan Payment,8.271036865792954,10.0,Good service,2
1363,432,2023-02-26 18:00:00,845.0,Bill Payment,6.740519359606223,10.0,Very satisfied,7
1364,500,2023-02-26 19:00:00,4164.0,Purchase,8.334471554600944,7.0,Very satisfied,9
1365,761,2023-02-26 20:00:00,2788.0,Purchase,7.933438387627489,7.0,Good service,7
1366,147,2023-02-26 21:00:00,1406.0,Investment,7.249215057114389,6.0,Very satisfied,10
1367,481,2023-02-26 22:00:00,1686.0,Bill Payment,7.430707082545968,10.0,Unsatisfactory,10
1368,435,2023-02-26 23:00:00,4341.0,Purchase,8.376090350438238,10.0,Very satisfied,9
1369,519,2023-02-27 00:00:00,4323.0,Bill Payment,8.371936178759098,9.0,Needs improvement,5
1370,669,2023-02-27 01:00:00,1847.0,Loan Payment,7.521859252201629,7.0,Needs improvement,2
1371,683,2023-02-27 02:00:00,3731.0,Purchase,8.224699561967235,9.0,Very satisfied,8
1372,69,2023-02-27 03:00:00,3682.0,Purchase,8.211482916445066,8.0,Unsatisfactory,9
1373,606,2023-02-27 04:00:00,3032.0,Loan Payment,8.017307507688582,10.0,Very satisfied,7
1374,881,2023-02-27 05:00:00,4694.0,Purchase,8.454253391642363,9.0,Good service,5
1375,875,2023-02-27 06:00:00,1681.0,Investment,7.427738840532894,10.0,Needs improvement,3
1376,888,2023-02-27 07:00:00,926.0,Loan Payment,6.831953565565855,9.0,Needs improvement,10
1377,186,2023-02-27 08:00:00,927.0,Investment,6.833031732786201,7.0,Needs improvement,3
1378,904,2023-02-27 09:00:00,1143.0,Loan Payment,7.042286171939743,10.0,Needs improvement,7
1379,682,2023-02-27 10:00:00,1846.0,Loan Payment,7.52131798019924,9.0,Unsatisfactory,10
1380,204,2023-02-27 11:00:00,2148.0,Investment,7.67275789664251,10.0,Unsatisfactory,8
1381,554,2023-02-27 12:00:00,4017.0,Loan Payment,8.29853954537488,10.0,Good service,4
1382,13,2023-02-27 13:00:00,1915.0,Bill Payment,7.557994958530806,10.0,Excellent,6
1383,666,2023-02-27 14:00:00,3999.0,Investment,8.294049640102028,8.0,Good service,6
1384,274,2023-02-27 15:00:00,3495.0,Loan Payment,8.159374736775426,7.0,Good service,10
1385,298,2023-02-27 16:00:00,4807.0,Investment,8.478036476215044,5.0,Good service,8
1386,51,2023-02-27 17:00:00,2130.0,Loan Payment,7.664346632098617,8.0,Needs improvement,8
1387,500,2023-02-27 18:00:00,2742.0,Loan Payment,7.916807490937603,7.0,Very satisfied,9
1388,369,2023-02-27 19:00:00,2779.0,Bill Payment,7.930206206684683,7.0,Very satisfied,7
1389,724,2023-02-27 20:00:00,1331.0,Bill Payment,7.194436851100335,8.0,Very satisfied,7
1390,656,2023-02-27 21:00:00,3726.0,Bill Payment,8.223358899479258,10.0,Excellent,3
1391,357,2023-02-27 22:00:00,3364.0,Loan Payment,8.121183242078828,10.0,Needs improvement,9
1392,3,2023-02-27 23:00:00,1538.0,Bill Payment,7.338888133838879,10.0,Very satisfied,1
1393,254,2023-02-28 00:00:00,4753.0,Investment,8.46674164792014,7.0,Very satisfied,6
1394,475,2023-02-28 01:00:00,769.0,Loan Payment,6.646390514847729,10.0,Good service,9
1395,847,2023-02-28 02:00:00,3422.0,Investment,8.138272638530186,9.0,Needs improvement,4
1396,506,2023-02-28 03:00:00,1367.0,Bill Payment,7.221105098182496,7.0,Unsatisfactory,5
1397,256,2023-02-28 04:00:00,2200.0,Loan Payment,7.696667081526462,3.0,Good service,10
1398,610,2023-02-28 05:00:00,3491.0,Investment,8.158229916959494,10.0,Very satisfied,8
1399,685,2023-02-28 06:00:00,958.0,Purchase,6.8658910748834385,9.0,Unsatisfactory,2
1400,150,2023-02-28 07:00:00,2089.0,Investment,7.644919344958857,10.0,Needs improvement,5
1401,488,2023-02-28 08:00:00,1776.0,Loan Payment,7.482681828154651,9.0,Good service,9
1402,279,2023-02-28 09:00:00,37.0,Purchase,3.6375861597263857,8.0,Unsatisfactory,3
1403,59,2023-02-28 10:00:00,0.0,Bill Payment,0.0,10.0,Unsatisfactory,6
1404,446,2023-02-28 11:00:00,2548.0,Bill Payment,7.8434564043761155,10.0,Unsatisfactory,1
1405,113,2023-02-28 12:00:00,169.0,Investment,5.135798437050262,10.0,Good service,10
1406,836,2023-02-28 13:00:00,2902.0,Bill Payment,7.97349996402463,10.0,Good service,6
1407,755,2023-02-28 14:00:00,4123.0,Investment,8.32457884513685,10.0,Needs improvement,1
1408,822,2023-02-28 15:00:00,3732.0,Investment,8.224967478914584,9.0,Unsatisfactory,4
1409,569,2023-02-28 16:00:00,3741.0,Investment,8.227375506834035,10.0,Needs improvement,1
1410,489,2023-02-28 17:00:00,2481.0,Investment,7.8168199657645525,9.0,Unsatisfactory,6
