Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Transaction_Year,Transaction_Month,Transaction_Day,Transaction_DayOfWeek,Amount_Category
1015,651,2023-02-12 06:00:00,1033.0,Investment,2023,2,12,6,Medium
1016,792,2023-02-12 07:00:00,4704.0,Bill Payment,2023,2,12,6,Large
1017,511,2023-02-12 08:00:00,4858.0,Loan Payment,2023,2,12,6,Large
1018,963,2023-02-12 09:00:00,609.0,Purchase,2023,2,12,6,Medium
1019,286,2023-02-12 10:00:00,3032.0,Bill Payment,2023,2,12,6,Large
1020,454,2023-02-12 11:00:00,2540.0,Bill Payment,2023,2,12,6,Large
1021,762,2023-02-12 12:00:00,2893.0,Loan Payment,2023,2,12,6,Large
1022,834,2023-02-12 13:00:00,2074.0,Loan Payment,2023,2,12,6,Large
1023,317,2023-02-12 14:00:00,1768.0,Investment,2023,2,12,6,Large
1024,590,2023-02-12 15:00:00,3579.0,Bill Payment,2023,2,12,6,Large
1025,297,2023-02-12 16:00:00,1252.0,Investment,2023,2,12,6,Medium
1026,338,2023-02-12 17:00:00,4339.0,Investment,2023,2,12,6,Large
1027,307,2023-02-12 18:00:00,2305.0,Loan Payment,2023,2,12,6,Large
1028,428,2023-02-12 19:00:00,1935.0,Loan Payment,2023,2,12,6,Large
1029,351,2023-02-12 20:00:00,2072.0,Investment,2023,2,12,6,Large
1030,511,2023-02-12 21:00:00,3405.0,Bill Payment,2023,2,12,6,Large
1031,525,2023-02-12 22:00:00,450.0,Bill Payment,2023,2,12,6,Small
1032,858,2023-02-12 23:00:00,2753.0,Investment,2023,2,12,6,Large
1033,492,2023-02-13 00:00:00,16.0,Purchase,2023,2,13,0,Small
1034,908,2023-02-13 01:00:00,1596.0,Purchase,2023,2,13,0,Large
1035,594,2023-02-13 02:00:00,835.0,Loan Payment,2023,2,13,0,Medium
1036,9,2023-02-13 03:00:00,3834.0,Bill Payment,2023,2,13,0,Large
1037,497,2023-02-13 04:00:00,1278.0,Investment,2023,2,13,0,Medium
1038,725,2023-02-13 05:00:00,3446.0,Investment,2023,2,13,0,Large
1039,560,2023-02-13 06:00:00,3448.0,Bill Payment,2023,2,13,0,Large
1040,561,2023-02-13 07:00:00,1320.0,Loan Payment,2023,2,13,0,Medium
1041,821,2023-02-13 08:00:00,4043.0,Loan Payment,2023,2,13,0,Large
1042,440,2023-02-13 09:00:00,1637.0,Purchase,2023,2,13,0,Large
1043,552,2023-02-13 10:00:00,1046.0,Bill Payment,2023,2,13,0,Medium
1044,875,2023-02-13 11:00:00,487.0,Bill Payment,2023,2,13,0,Small
1045,792,2023-02-13 12:00:00,2688.0,Investment,2023,2,13,0,Large
1046,738,2023-02-13 13:00:00,724.0,Bill Payment,2023,2,13,0,Medium
1047,968,2023-02-13 14:00:00,1686.0,Purchase,2023,2,13,0,Large
1048,108,2023-02-13 15:00:00,2172.0,Bill Payment,2023,2,13,0,Large
1049,245,2023-02-13 16:00:00,518.0,Investment,2023,2,13,0,Medium
1050,255,2023-02-13 17:00:00,391.0,Purchase,2023,2,13,0,Small
1051,33,2023-02-13 18:00:00,1190.0,Investment,2023,2,13,0,Medium
1052,23,2023-02-13 19:00:00,1855.0,Bill Payment,2023,2,13,0,Large
1053,845,2023-02-13 20:00:00,4380.0,Loan Payment,2023,2,13,0,Large
1054,566,2023-02-13 21:00:00,1728.0,Bill Payment,2023,2,13,0,Large
1055,821,2023-02-13 22:00:00,1110.0,Bill Payment,2023,2,13,0,Medium
1056,49,2023-02-13 23:00:00,1870.0,Investment,2023,2,13,0,Large
1057,462,2023-02-14 00:00:00,2101.0,Loan Payment,2023,2,14,1,Large
1058,590,2023-02-14 01:00:00,727.0,Bill Payment,2023,2,14,1,Medium
1059,336,2023-02-14 02:00:00,327.0,Purchase,2023,2,14,1,Small
1060,945,2023-02-14 03:00:00,4639.0,Purchase,2023,2,14,1,Large
1061,358,2023-02-14 04:00:00,1786.0,Investment,2023,2,14,1,Large
1062,122,2023-02-14 05:00:00,2294.0,Investment,2023,2,14,1,Large
1063,444,2023-02-14 06:00:00,1254.0,Loan Payment,2023,2,14,1,Medium
1064,359,2023-02-14 07:00:00,1343.0,Investment,2023,2,14,1,Medium
1065,602,2023-02-14 08:00:00,2481.5,Loan Payment,2023,2,14,1,Large
1066,346,2023-02-14 09:00:00,1210.0,Bill Payment,2023,2,14,1,Medium
1067,193,2023-02-14 10:00:00,1804.0,Purchase,2023,2,14,1,Large
1068,416,2023-02-14 11:00:00,2711.0,Purchase,2023,2,14,1,Large
1069,377,2023-02-14 12:00:00,1464.0,Purchase,2023,2,14,1,Medium
1070,463,2023-02-14 13:00:00,1943.0,Investment,2023,2,14,1,Large
1071,756,2023-02-14 14:00:00,756.0,Investment,2023,2,14,1,Medium
1072,661,2023-02-14 15:00:00,850.0,Bill Payment,2023,2,14,1,Medium
1073,146,2023-02-14 16:00:00,2505.0,Investment,2023,2,14,1,Large
1074,478,2023-02-14 17:00:00,1098.0,Loan Payment,2023,2,14,1,Medium
1075,828,2023-02-14 18:00:00,802.0,Purchase,2023,2,14,1,Medium
1076,890,2023-02-14 19:00:00,1277.0,Bill Payment,2023,2,14,1,Medium
1077,653,2023-02-14 20:00:00,1560.0,Loan Payment,2023,2,14,1,Large
1078,408,2023-02-14 21:00:00,2700.0,Loan Payment,2023,2,14,1,Large
1079,286,2023-02-14 22:00:00,302.0,Investment,2023,2,14,1,Small
1080,898,2023-02-14 23:00:00,4032.0,Investment,2023,2,14,1,Large
1081,851,2023-02-15 00:00:00,1414.0,Purchase,2023,2,15,2,Medium
1082,111,2023-02-15 01:00:00,1658.0,Bill Payment,2023,2,15,2,Large
1083,620,2023-02-15 02:00:00,2826.0,Loan Payment,2023,2,15,2,Large
1084,879,2023-02-15 03:00:00,3920.0,Investment,2023,2,15,2,Large
1085,793,2023-02-15 04:00:00,2928.0,Investment,2023,2,15,2,Large
1086,50,2023-02-15 05:00:00,1407.0,Bill Payment,2023,2,15,2,Medium
1087,14,2023-02-15 06:00:00,1703.0,Bill Payment,2023,2,15,2,Large
1088,134,2023-02-15 07:00:00,1047.0,Investment,2023,2,15,2,Medium
1089,588,2023-02-15 08:00:00,3862.0,Investment,2023,2,15,2,Large
1090,596,2023-02-15 09:00:00,1572.0,Purchase,2023,2,15,2,Large
1091,343,2023-02-15 10:00:00,1122.0,Bill Payment,2023,2,15,2,Medium
1092,670,2023-02-15 11:00:00,1301.0,Loan Payment,2023,2,15,2,Medium
1093,286,2023-02-15 12:00:00,1171.0,Investment,2023,2,15,2,Medium
1094,934,2023-02-15 13:00:00,1039.0,Investment,2023,2,15,2,Medium
1095,314,2023-02-15 14:00:00,4347.0,Investment,2023,2,15,2,Large
1096,606,2023-02-15 15:00:00,4267.0,Investment,2023,2,15,2,Large
1097,297,2023-02-15 16:00:00,2749.0,Purchase,2023,2,15,2,Large
1098,606,2023-02-15 17:00:00,988.0,Bill Payment,2023,2,15,2,Medium
1099,569,2023-02-15 18:00:00,527.0,Investment,2023,2,15,2,Medium
1100,164,2023-02-15 19:00:00,792.0,Bill Payment,2023,2,15,2,Medium
1101,832,2023-02-15 20:00:00,2841.0,Loan Payment,2023,2,15,2,Large
1102,497,2023-02-15 21:00:00,4190.0,Loan Payment,2023,2,15,2,Large
1103,610,2023-02-15 22:00:00,147.0,Loan Payment,2023,2,15,2,Small
1104,16,2023-02-15 23:00:00,763.0,Loan Payment,2023,2,15,2,Medium
1105,344,2023-02-16 00:00:00,2963.0,Bill Payment,2023,2,16,3,Large
1106,78,2023-02-16 01:00:00,4818.0,Loan Payment,2023,2,16,3,Large
1107,346,2023-02-16 02:00:00,2465.0,Loan Payment,2023,2,16,3,Large
1108,72,2023-02-16 03:00:00,2844.0,Investment,2023,2,16,3,Large
1109,270,2023-02-16 04:00:00,589.0,Investment,2023,2,16,3,Medium
1110,287,2023-02-16 05:00:00,3265.0,Investment,2023,2,16,3,Large
1111,66,2023-02-16 06:00:00,2481.5,Purchase,2023,2,16,3,Large
1112,880,2023-02-16 07:00:00,4659.0,Investment,2023,2,16,3,Large
1113,68,2023-02-16 08:00:00,405.0,Loan Payment,2023,2,16,3,Small
1114,193,2023-02-16 09:00:00,2481.5,Bill Payment,2023,2,16,3,Large
1115,55,2023-02-16 10:00:00,4915.0,Loan Payment,2023,2,16,3,Large
1116,980,2023-02-16 11:00:00,2599.0,Bill Payment,2023,2,16,3,Large
1117,379,2023-02-16 12:00:00,3044.0,Loan Payment,2023,2,16,3,Large
1118,974,2023-02-16 13:00:00,179.0,Purchase,2023,2,16,3,Small
1119,168,2023-02-16 14:00:00,2347.0,Investment,2023,2,16,3,Large
1120,409,2023-02-16 15:00:00,3249.0,Loan Payment,2023,2,16,3,Large
1121,508,2023-02-16 16:00:00,3425.0,Investment,2023,2,16,3,Large
1122,537,2023-02-16 17:00:00,3578.0,Purchase,2023,2,16,3,Large
1123,643,2023-02-16 18:00:00,3226.0,Purchase,2023,2,16,3,Large
1124,837,2023-02-16 19:00:00,3494.0,Investment,2023,2,16,3,Large
1125,102,2023-02-16 20:00:00,4845.0,Investment,2023,2,16,3,Large
1126,886,2023-02-16 21:00:00,1851.0,Bill Payment,2023,2,16,3,Large
1127,794,2023-02-16 22:00:00,3770.0,Investment,2023,2,16,3,Large
1128,808,2023-02-16 23:00:00,4562.0,Investment,2023,2,16,3,Large
1129,806,2023-02-17 00:00:00,3036.0,Bill Payment,2023,2,17,4,Large
1130,422,2023-02-17 01:00:00,3975.0,Loan Payment,2023,2,17,4,Large
1131,964,2023-02-17 02:00:00,1611.0,Bill Payment,2023,2,17,4,Large
1132,775,2023-02-17 03:00:00,1156.0,Loan Payment,2023,2,17,4,Medium
1133,478,2023-02-17 04:00:00,4336.0,Loan Payment,2023,2,17,4,Large
1134,926,2023-02-17 05:00:00,2694.0,Loan Payment,2023,2,17,4,Large
1135,120,2023-02-17 06:00:00,121.0,Bill Payment,2023,2,17,4,Small
1136,915,2023-02-17 07:00:00,602.0,Bill Payment,2023,2,17,4,Medium
1137,743,2023-02-17 08:00:00,2449.0,Purchase,2023,2,17,4,Large
1138,291,2023-02-17 09:00:00,1248.0,Loan Payment,2023,2,17,4,Medium
1139,488,2023-02-17 10:00:00,2804.0,Bill Payment,2023,2,17,4,Large
1140,161,2023-02-17 11:00:00,2424.0,Purchase,2023,2,17,4,Large
1141,673,2023-02-17 12:00:00,2139.0,Loan Payment,2023,2,17,4,Large
1142,78,2023-02-17 13:00:00,2863.0,Bill Payment,2023,2,17,4,Large
1143,38,2023-02-17 14:00:00,2879.0,Bill Payment,2023,2,17,4,Large
1144,394,2023-02-17 15:00:00,3608.0,Bill Payment,2023,2,17,4,Large
1145,441,2023-02-17 16:00:00,3813.0,Investment,2023,2,17,4,Large
1146,540,2023-02-17 17:00:00,1536.0,Purchase,2023,2,17,4,Large
1147,462,2023-02-17 18:00:00,1979.0,Bill Payment,2023,2,17,4,Large
1148,612,2023-02-17 19:00:00,961.0,Investment,2023,2,17,4,Medium
1149,294,2023-02-17 20:00:00,1512.0,Purchase,2023,2,17,4,Large
1150,400,2023-02-17 21:00:00,4477.0,Purchase,2023,2,17,4,Large
1151,636,2023-02-17 22:00:00,2481.5,Investment,2023,2,17,4,Large
1152,917,2023-02-17 23:00:00,2481.5,Purchase,2023,2,17,4,Large
1153,92,2023-02-18 00:00:00,3996.0,Investment,2023,2,18,5,Large
1154,767,2023-02-18 01:00:00,2364.0,Loan Payment,2023,2,18,5,Large
1155,609,2023-02-18 02:00:00,235.0,Bill Payment,2023,2,18,5,Small
1156,6,2023-02-18 03:00:00,3021.0,Investment,2023,2,18,5,Large
1157,681,2023-02-18 04:00:00,4136.0,Purchase,2023,2,18,5,Large
1158,895,2023-02-18 05:00:00,623.0,Purchase,2023,2,18,5,Medium
1159,271,2023-02-18 06:00:00,108.0,Loan Payment,2023,2,18,5,Small
1160,620,2023-02-18 07:00:00,820.0,Loan Payment,2023,2,18,5,Medium
1161,899,2023-02-18 08:00:00,3347.0,Loan Payment,2023,2,18,5,Large
1162,811,2023-02-18 09:00:00,2709.0,Loan Payment,2023,2,18,5,Large
1163,559,2023-02-18 10:00:00,4919.0,Loan Payment,2023,2,18,5,Large
1164,99,2023-02-18 11:00:00,1029.0,Bill Payment,2023,2,18,5,Medium
1165,526,2023-02-18 12:00:00,3035.0,Investment,2023,2,18,5,Large
1166,194,2023-02-18 13:00:00,3538.0,Loan Payment,2023,2,18,5,Large
1167,157,2023-02-18 14:00:00,3896.0,Loan Payment,2023,2,18,5,Large
1168,900,2023-02-18 15:00:00,2989.0,Bill Payment,2023,2,18,5,Large
1169,666,2023-02-18 16:00:00,3350.0,Investment,2023,2,18,5,Large
1170,115,2023-02-18 17:00:00,806.0,Loan Payment,2023,2,18,5,Medium
1171,396,2023-02-18 18:00:00,2481.5,Investment,2023,2,18,5,Large
1172,770,2023-02-18 19:00:00,3076.0,Investment,2023,2,18,5,Large
1173,657,2023-02-18 20:00:00,3030.0,Bill Payment,2023,2,18,5,Large
1174,803,2023-02-18 21:00:00,2690.0,Bill Payment,2023,2,18,5,Large
1175,522,2023-02-18 22:00:00,4451.0,Loan Payment,2023,2,18,5,Large
1176,880,2023-02-18 23:00:00,4829.0,Purchase,2023,2,18,5,Large
1177,214,2023-02-19 00:00:00,2958.0,Bill Payment,2023,2,19,6,Large
1178,745,2023-02-19 01:00:00,3741.0,Investment,2023,2,19,6,Large
1179,683,2023-02-19 02:00:00,1111.0,Investment,2023,2,19,6,Medium
1180,533,2023-02-19 03:00:00,1047.0,Loan Payment,2023,2,19,6,Medium
1181,15,2023-02-19 04:00:00,4241.0,Loan Payment,2023,2,19,6,Large
1182,419,2023-02-19 05:00:00,801.0,Loan Payment,2023,2,19,6,Medium
1183,368,2023-02-19 06:00:00,4184.0,Investment,2023,2,19,6,Large
1184,638,2023-02-19 07:00:00,1788.0,Bill Payment,2023,2,19,6,Large
1185,853,2023-02-19 08:00:00,4810.0,Purchase,2023,2,19,6,Large
1186,853,2023-02-19 09:00:00,991.0,Bill Payment,2023,2,19,6,Medium
1187,213,2023-02-19 10:00:00,1275.0,Purchase,2023,2,19,6,Medium
1188,700,2023-02-19 11:00:00,753.0,Bill Payment,2023,2,19,6,Medium
1189,684,2023-02-19 12:00:00,2441.0,Loan Payment,2023,2,19,6,Large
1190,992,2023-02-19 13:00:00,384.0,Investment,2023,2,19,6,Small
1191,759,2023-02-19 14:00:00,1763.0,Purchase,2023,2,19,6,Large
1192,5,2023-02-19 15:00:00,3907.0,Bill Payment,2023,2,19,6,Large
1193,231,2023-02-19 16:00:00,2546.0,Investment,2023,2,19,6,Large
1194,201,2023-02-19 17:00:00,2001.0,Purchase,2023,2,19,6,Large
1195,885,2023-02-19 18:00:00,2938.0,Purchase,2023,2,19,6,Large
1196,402,2023-02-19 19:00:00,3456.0,Investment,2023,2,19,6,Large
1197,149,2023-02-19 20:00:00,601.0,Loan Payment,2023,2,19,6,Medium
1198,584,2023-02-19 21:00:00,4638.0,Investment,2023,2,19,6,Large
1199,492,2023-02-19 22:00:00,2481.5,Loan Payment,2023,2,19,6,Large
1200,226,2023-02-19 23:00:00,2882.0,Bill Payment,2023,2,19,6,Large
1201,586,2023-02-20 00:00:00,1186.0,Bill Payment,2023,2,20,0,Medium
1202,819,2023-02-20 01:00:00,1345.0,Investment,2023,2,20,0,Medium
1203,169,2023-02-20 02:00:00,4703.0,Loan Payment,2023,2,20,0,Large
1204,761,2023-02-20 03:00:00,122.0,Bill Payment,2023,2,20,0,Small
1205,792,2023-02-20 04:00:00,3782.0,Loan Payment,2023,2,20,0,Large
1206,1000,2023-02-20 05:00:00,1855.0,Loan Payment,2023,2,20,0,Large
1207,152,2023-02-20 06:00:00,1997.0,Loan Payment,2023,2,20,0,Large
1208,224,2023-02-20 07:00:00,4839.0,Investment,2023,2,20,0,Large
1209,504,2023-02-20 08:00:00,1995.0,Loan Payment,2023,2,20,0,Large
1210,737,2023-02-20 09:00:00,3302.0,Investment,2023,2,20,0,Large
1211,550,2023-02-20 10:00:00,3252.0,Bill Payment,2023,2,20,0,Large
1212,44,2023-02-20 11:00:00,262.0,Bill Payment,2023,2,20,0,Small
1213,697,2023-02-20 12:00:00,133.0,Purchase,2023,2,20,0,Small
1214,504,2023-02-20 13:00:00,1246.0,Purchase,2023,2,20,0,Medium
1215,955,2023-02-20 14:00:00,633.0,Bill Payment,2023,2,20,0,Medium
1216,241,2023-02-20 15:00:00,3166.0,Loan Payment,2023,2,20,0,Large
1217,930,2023-02-20 16:00:00,3146.0,Loan Payment,2023,2,20,0,Large
1218,843,2023-02-20 17:00:00,3399.0,Bill Payment,2023,2,20,0,Large
1219,351,2023-02-20 18:00:00,3427.0,Bill Payment,2023,2,20,0,Large
1220,722,2023-02-20 19:00:00,1665.0,Purchase,2023,2,20,0,Large
1221,23,2023-02-20 20:00:00,1276.0,Loan Payment,2023,2,20,0,Medium
1222,636,2023-02-20 21:00:00,2955.0,Bill Payment,2023,2,20,0,Large
1223,598,2023-02-20 22:00:00,1170.0,Purchase,2023,2,20,0,Medium
1224,43,2023-02-20 23:00:00,2304.0,Purchase,2023,2,20,0,Large
1225,466,2023-02-21 00:00:00,450.0,Loan Payment,2023,2,21,1,Small
1226,40,2023-02-21 01:00:00,2102.0,Purchase,2023,2,21,1,Large
1227,303,2023-02-21 02:00:00,2715.0,Purchase,2023,2,21,1,Large
1228,681,2023-02-21 03:00:00,3769.0,Investment,2023,2,21,1,Large
1229,175,2023-02-21 04:00:00,563.0,Bill Payment,2023,2,21,1,Medium
1230,999,2023-02-21 05:00:00,4914.0,Loan Payment,2023,2,21,1,Large
1231,532,2023-02-21 06:00:00,1122.0,Bill Payment,2023,2,21,1,Medium
1232,461,2023-02-21 07:00:00,2787.0,Investment,2023,2,21,1,Large
1233,621,2023-02-21 08:00:00,1843.0,Loan Payment,2023,2,21,1,Large
1234,193,2023-02-21 09:00:00,1324.0,Bill Payment,2023,2,21,1,Medium
1235,244,2023-02-21 10:00:00,3503.0,Purchase,2023,2,21,1,Large
1236,836,2023-02-21 11:00:00,3148.0,Loan Payment,2023,2,21,1,Large
1237,280,2023-02-21 12:00:00,3122.0,Investment,2023,2,21,1,Large
1238,740,2023-02-21 13:00:00,108.0,Purchase,2023,2,21,1,Small
1239,36,2023-02-21 14:00:00,3935.0,Investment,2023,2,21,1,Large
1240,557,2023-02-21 15:00:00,1489.0,Purchase,2023,2,21,1,Medium
1241,898,2023-02-21 16:00:00,4406.0,Bill Payment,2023,2,21,1,Large
1242,540,2023-02-21 17:00:00,1232.0,Bill Payment,2023,2,21,1,Medium
1243,154,2023-02-21 18:00:00,4593.0,Bill Payment,2023,2,21,1,Large
1244,23,2023-02-21 19:00:00,1014.0,Investment,2023,2,21,1,Medium
1245,719,2023-02-21 20:00:00,486.0,Loan Payment,2023,2,21,1,Small
1246,932,2023-02-21 21:00:00,1145.0,Bill Payment,2023,2,21,1,Medium
1247,91,2023-02-21 22:00:00,2866.0,Investment,2023,2,21,1,Large
1248,390,2023-02-21 23:00:00,1715.0,Purchase,2023,2,21,1,Large
1249,931,2023-02-22 00:00:00,527.0,Bill Payment,2023,2,22,2,Medium
1250,359,2023-02-22 01:00:00,1230.0,Purchase,2023,2,22,2,Medium
1251,550,2023-02-22 02:00:00,2516.0,Bill Payment,2023,2,22,2,Large
1252,931,2023-02-22 03:00:00,4335.0,Purchase,2023,2,22,2,Large
1253,228,2023-02-22 04:00:00,1201.0,Investment,2023,2,22,2,Medium
1254,202,2023-02-22 05:00:00,3890.0,Bill Payment,2023,2,22,2,Large
1255,350,2023-02-22 06:00:00,3253.0,Investment,2023,2,22,2,Large
1256,821,2023-02-22 07:00:00,1987.0,Investment,2023,2,22,2,Large
1257,766,2023-02-22 08:00:00,2252.0,Purchase,2023,2,22,2,Large
1258,38,2023-02-22 09:00:00,3100.0,Bill Payment,2023,2,22,2,Large
1259,733,2023-02-22 10:00:00,1897.0,Loan Payment,2023,2,22,2,Large
1260,500,2023-02-22 11:00:00,4569.0,Loan Payment,2023,2,22,2,Large
1261,699,2023-02-22 12:00:00,983.0,Investment,2023,2,22,2,Medium
1262,43,2023-02-22 13:00:00,75.0,Purchase,2023,2,22,2,Small
1263,871,2023-02-22 14:00:00,2916.0,Purchase,2023,2,22,2,Large
1264,626,2023-02-22 15:00:00,2481.5,Purchase,2023,2,22,2,Large
1266,517,2023-02-22 17:00:00,317.0,Bill Payment,2023,2,22,2,Small
1267,68,2023-02-22 18:00:00,3418.0,Purchase,2023,2,22,2,Large
1268,740,2023-02-22 19:00:00,3752.0,Loan Payment,2023,2,22,2,Large
1269,123,2023-02-22 20:00:00,792.0,Loan Payment,2023,2,22,2,Medium
1270,685,2023-02-22 21:00:00,4226.0,Bill Payment,2023,2,22,2,Large
1271,336,2023-02-22 22:00:00,775.0,Purchase,2023,2,22,2,Medium
1272,153,2023-02-22 23:00:00,3485.0,Loan Payment,2023,2,22,2,Large
1273,974,2023-02-23 00:00:00,782.0,Loan Payment,2023,2,23,3,Medium
1274,779,2023-02-23 01:00:00,3867.0,Bill Payment,2023,2,23,3,Large
1275,669,2023-02-23 02:00:00,3195.0,Bill Payment,2023,2,23,3,Large
1276,162,2023-02-23 03:00:00,549.0,Loan Payment,2023,2,23,3,Medium
1277,214,2023-02-23 04:00:00,2059.0,Purchase,2023,2,23,3,Large
1278,910,2023-02-23 05:00:00,3293.0,Loan Payment,2023,2,23,3,Large
1279,376,2023-02-23 06:00:00,4685.0,Loan Payment,2023,2,23,3,Large
1280,920,2023-02-23 07:00:00,1673.0,Purchase,2023,2,23,3,Large
1281,443,2023-02-23 08:00:00,1057.0,Bill Payment,2023,2,23,3,Medium
1282,423,2023-02-23 09:00:00,3846.0,Purchase,2023,2,23,3,Large
1283,538,2023-02-23 10:00:00,3449.0,Purchase,2023,2,23,3,Large
1284,939,2023-02-23 11:00:00,515.0,Purchase,2023,2,23,3,Medium
1285,804,2023-02-23 12:00:00,3257.0,Purchase,2023,2,23,3,Large
1286,935,2023-02-23 13:00:00,3510.0,Bill Payment,2023,2,23,3,Large
1287,701,2023-02-23 14:00:00,1920.0,Loan Payment,2023,2,23,3,Large
1288,912,2023-02-23 15:00:00,742.0,Investment,2023,2,23,3,Medium
1289,634,2023-02-23 16:00:00,3523.0,Bill Payment,2023,2,23,3,Large
1290,230,2023-02-23 17:00:00,1581.0,Purchase,2023,2,23,3,Large
1291,59,2023-02-23 18:00:00,4619.0,Loan Payment,2023,2,23,3,Large
1292,96,2023-02-23 19:00:00,2952.0,Loan Payment,2023,2,23,3,Large
1293,262,2023-02-23 20:00:00,4466.0,Purchase,2023,2,23,3,Large
1294,354,2023-02-23 21:00:00,2331.0,Bill Payment,2023,2,23,3,Large
1295,312,2023-02-23 22:00:00,3345.0,Purchase,2023,2,23,3,Large
1296,136,2023-02-23 23:00:00,4632.0,Loan Payment,2023,2,23,3,Large
1297,862,2023-02-24 00:00:00,4384.0,Loan Payment,2023,2,24,4,Large
1298,795,2023-02-24 01:00:00,2763.0,Bill Payment,2023,2,24,4,Large
1299,967,2023-02-24 02:00:00,1382.0,Investment,2023,2,24,4,Medium
1300,923,2023-02-24 03:00:00,1454.0,Purchase,2023,2,24,4,Medium
1301,473,2023-02-24 04:00:00,3386.0,Investment,2023,2,24,4,Large
1302,632,2023-02-24 05:00:00,299.0,Loan Payment,2023,2,24,4,Small
1303,430,2023-02-24 06:00:00,2075.0,Investment,2023,2,24,4,Large
1304,937,2023-02-24 07:00:00,73.0,Purchase,2023,2,24,4,Small
1305,975,2023-02-24 08:00:00,3955.0,Purchase,2023,2,24,4,Large
1306,537,2023-02-24 09:00:00,339.0,Loan Payment,2023,2,24,4,Small
1307,854,2023-02-24 10:00:00,4868.0,Bill Payment,2023,2,24,4,Large
1308,146,2023-02-24 11:00:00,1973.0,Bill Payment,2023,2,24,4,Large
1309,524,2023-02-24 12:00:00,3098.0,Loan Payment,2023,2,24,4,Large
1310,87,2023-02-24 13:00:00,2500.0,Purchase,2023,2,24,4,Large
1311,947,2023-02-24 14:00:00,150.0,Bill Payment,2023,2,24,4,Small
1312,109,2023-02-24 15:00:00,4549.0,Investment,2023,2,24,4,Large
1313,423,2023-02-24 16:00:00,2483.0,Loan Payment,2023,2,24,4,Large
1314,345,2023-02-24 17:00:00,3913.0,Investment,2023,2,24,4,Large
1315,266,2023-02-24 18:00:00,459.0,Purchase,2023,2,24,4,Small
1316,734,2023-02-24 19:00:00,1835.0,Bill Payment,2023,2,24,4,Large
1317,586,2023-02-24 20:00:00,4456.0,Purchase,2023,2,24,4,Large
1318,994,2023-02-24 21:00:00,4704.0,Investment,2023,2,24,4,Large
1319,494,2023-02-24 22:00:00,4816.0,Purchase,2023,2,24,4,Large
1320,333,2023-02-24 23:00:00,879.0,Purchase,2023,2,24,4,Medium
1321,822,2023-02-25 00:00:00,2481.5,Loan Payment,2023,2,25,5,Large
1322,413,2023-02-25 01:00:00,2481.5,Loan Payment,2023,2,25,5,Large
1323,614,2023-02-25 02:00:00,3612.0,Purchase,2023,2,25,5,Large
1324,937,2023-02-25 03:00:00,402.0,Loan Payment,2023,2,25,5,Small
1325,649,2023-02-25 04:00:00,851.0,Purchase,2023,2,25,5,Medium
1326,191,2023-02-25 05:00:00,2458.0,Investment,2023,2,25,5,Large
1327,973,2023-02-25 06:00:00,2801.0,Loan Payment,2023,2,25,5,Large
1328,933,2023-02-25 07:00:00,2963.0,Purchase,2023,2,25,5,Large
1329,142,2023-02-25 08:00:00,1368.0,Loan Payment,2023,2,25,5,Medium
1330,869,2023-02-25 09:00:00,1000.0,Purchase,2023,2,25,5,Medium
1331,73,2023-02-25 10:00:00,1048.0,Loan Payment,2023,2,25,5,Medium
1332,840,2023-02-25 11:00:00,37.0,Bill Payment,2023,2,25,5,Small
1333,167,2023-02-25 12:00:00,397.0,Purchase,2023,2,25,5,Small
1334,168,2023-02-25 13:00:00,842.0,Bill Payment,2023,2,25,5,Medium
1335,566,2023-02-25 14:00:00,259.0,Purchase,2023,2,25,5,Small
1336,259,2023-02-25 15:00:00,2037.0,Bill Payment,2023,2,25,5,Large
1337,439,2023-02-25 16:00:00,1538.0,Purchase,2023,2,25,5,Large
1338,111,2023-02-25 17:00:00,4203.0,Loan Payment,2023,2,25,5,Large
1339,744,2023-02-25 18:00:00,2481.5,Bill Payment,2023,2,25,5,Large
1340,673,2023-02-25 19:00:00,1370.0,Loan Payment,2023,2,25,5,Medium
1341,864,2023-02-25 20:00:00,3119.0,Purchase,2023,2,25,5,Large
1342,839,2023-02-25 21:00:00,1333.0,Loan Payment,2023,2,25,5,Medium
1343,531,2023-02-25 22:00:00,2236.0,Purchase,2023,2,25,5,Large
1344,290,2023-02-25 23:00:00,3690.0,Loan Payment,2023,2,25,5,Large
1345,974,2023-02-26 00:00:00,901.0,Bill Payment,2023,2,26,6,Medium
1346,562,2023-02-26 01:00:00,1315.0,Purchase,2023,2,26,6,Medium
1347,510,2023-02-26 02:00:00,4558.0,Loan Payment,2023,2,26,6,Large
1348,175,2023-02-26 03:00:00,4202.0,Purchase,2023,2,26,6,Large
1349,302,2023-02-26 04:00:00,271.0,Purchase,2023,2,26,6,Small
1350,696,2023-02-26 05:00:00,2350.0,Purchase,2023,2,26,6,Large
1351,185,2023-02-26 06:00:00,1803.0,Investment,2023,2,26,6,Large
1352,339,2023-02-26 07:00:00,2306.0,Purchase,2023,2,26,6,Large
1353,510,2023-02-26 08:00:00,2302.0,Loan Payment,2023,2,26,6,Large
1354,819,2023-02-26 09:00:00,2180.0,Investment,2023,2,26,6,Large
1355,310,2023-02-26 10:00:00,334.0,Loan Payment,2023,2,26,6,Small
