Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend,month,Total_Spend,Avg_Transaction_Value,Transaction_Count,months_since_last_transaction,total_spend_log
1149,294,2023-02-17 20:00:00,1512.0,Purchase,9.0,Very satisfied,2,2023-02,13197.0,1885.2857142857142,7,0,9.487820581943367
1150,400,2023-02-17 21:00:00,4477.0,Purchase,9.0,Good service,5,2023-02,17925.0,3585.0,5,1,9.794007451917308
1151,636,2023-02-17 22:00:00,0.0,Investment,10.0,Unsatisfactory,9,2023-02,3398.0,1132.6666666666667,3,0,8.131236549696116
1152,917,2023-02-17 23:00:00,0.0,Purchase,10.0,Good service,2,2023-02,11087.0,1847.8333333333333,6,0,9.313618721429684
1121,508,2023-02-16 16:00:00,3425.0,Investment,6.0,Excellent,2,2023-02,11555.0,2311.0,5,0,9.354960061586127
1122,537,2023-02-16 17:00:00,3578.0,Purchase,9.0,Good service,7,2023-02,15766.0,2252.285714285714,7,0,9.665674427237482
1123,643,2023-02-16 18:00:00,3226.0,Purchase,10.0,Very satisfied,10,2023-02,8432.0,1686.4,5,1,9.039907859574642
1124,837,2023-02-16 19:00:00,3494.0,Investment,10.0,Very satisfied,3,2023-02,9766.0,1627.6666666666667,6,0,9.186764635447478
1125,102,2023-02-16 20:00:00,4845.0,Investment,5.0,Unsatisfactory,4,2023-02,9005.0,4502.5,2,1,9.105646300861517
1126,886,2023-02-16 21:00:00,1851.0,Bill Payment,6.0,Good service,10,2023-02,25183.0,3147.875,8,1,10.13396415121713
1127,794,2023-02-16 22:00:00,3770.0,Investment,9.0,Good service,9,2023-02,31897.0,2453.6153846153848,13,0,10.3702985908827
1128,808,2023-02-16 23:00:00,4562.0,Investment,8.0,Needs improvement,4,2023-02,26353.0,3764.714285714286,7,1,10.179375345105198
1161,899,2023-02-18 08:00:00,3347.0,Loan Payment,9.0,Needs improvement,5,2023-02,11928.0,2385.6,5,0,9.386727689281946
1162,811,2023-02-18 09:00:00,2709.0,Loan Payment,10.0,Excellent,8,2023-02,11951.0,2987.75,4,0,9.388653907372598
1163,559,2023-02-18 10:00:00,4919.0,Loan Payment,10.0,Good service,10,2023-02,11477.0,2869.25,4,1,9.348187438668308
1164,99,2023-02-18 11:00:00,1029.0,Bill Payment,9.0,Unsatisfactory,4,2023-02,12878.0,2575.6,5,0,9.46335335689267
1165,526,2023-02-18 12:00:00,3035.0,Investment,9.0,Good service,7,2023-02,15809.0,2258.4285714285716,7,0,9.668397930203518
1166,194,2023-02-18 13:00:00,3538.0,Loan Payment,3.0,Good service,7,2023-02,21814.0,2726.75,8,1,9.99035308555771
1167,157,2023-02-18 14:00:00,3896.0,Loan Payment,9.0,Unsatisfactory,8,2023-02,8350.0,2087.5,4,0,9.03013657115323
1168,900,2023-02-18 15:00:00,2989.0,Bill Payment,10.0,Unsatisfactory,5,2023-02,11465.0,2866.25,4,0,9.347141413468329
1137,743,2023-02-17 08:00:00,2449.0,Purchase,10.0,Very satisfied,3,2023-02,16143.0,2017.875,8,1,9.68930374259339
1138,291,2023-02-17 09:00:00,1248.0,Loan Payment,10.0,Unsatisfactory,3,2023-02,1248.0,624.0,2,0,7.130098510125578
1139,488,2023-02-17 10:00:00,2804.0,Bill Payment,9.0,Good service,9,2023-02,11467.0,2866.75,4,0,9.34731582700326
1140,161,2023-02-17 11:00:00,2424.0,Purchase,9.0,Excellent,5,2023-02,26071.0,2172.5833333333335,12,0,10.168617220517397
1141,673,2023-02-17 12:00:00,2139.0,Loan Payment,8.0,Needs improvement,10,2023-02,7258.0,1814.5,4,0,8.889997357284841
1142,78,2023-02-17 13:00:00,2863.0,Bill Payment,8.0,Good service,2,2023-02,25838.0,2870.8888888888887,9,0,10.159640257457283
1143,38,2023-02-17 14:00:00,2879.0,Bill Payment,9.0,Very satisfied,3,2023-02,26319.0,2924.3333333333335,9,1,10.178084385439254
1144,394,2023-02-17 15:00:00,3608.0,Bill Payment,10.0,Unsatisfactory,2,2023-02,9007.0,2251.75,4,1,9.105868350379472
1177,214,2023-02-19 00:00:00,2958.0,Bill Payment,9.0,Good service,7,2023-02,11440.0,2288.0,5,0,9.344958673700944
1178,745,2023-02-19 01:00:00,3741.0,Investment,10.0,Unsatisfactory,2,2023-02,7156.0,3578.0,2,0,8.875846177738598
1179,683,2023-02-19 02:00:00,1111.0,Investment,9.0,Very satisfied,8,2023-02,15874.0,3174.8,5,0,9.672500823760892
1180,533,2023-02-19 03:00:00,1047.0,Loan Payment,9.0,Very satisfied,1,2023-02,14481.0,2068.714285714286,7,0,9.580661777948766
1181,15,2023-02-19 04:00:00,4241.0,Loan Payment,10.0,Very satisfied,6,2023-02,22481.0,2810.125,8,1,10.020470268021743
1182,419,2023-02-19 05:00:00,801.0,Loan Payment,10.0,Good service,7,2023-02,20828.0,2314.222222222222,9,1,9.944101525421383
1183,368,2023-02-19 06:00:00,4184.0,Investment,6.0,Needs improvement,5,2023-02,18390.0,2627.1428571428573,7,0,9.81961669349898
1184,638,2023-02-19 07:00:00,1788.0,Bill Payment,10.0,Good service,4,2023-02,9274.0,2318.5,4,1,9.135077887475635
1153,92,2023-02-18 00:00:00,3996.0,Investment,7.0,Needs improvement,6,2023-02,11939.0,2387.8,5,0,9.387649386946594
1154,767,2023-02-18 01:00:00,2364.0,Loan Payment,6.0,Needs improvement,8,2023-02,4999.0,1666.3333333333333,3,1,8.517193191416238
1155,609,2023-02-18 02:00:00,235.0,Bill Payment,10.0,Good service,1,2023-02,5853.0,1951.0,3,1,8.674880467251832
1156,6,2023-02-18 03:00:00,3021.0,Investment,3.0,Needs improvement,1,2023-02,8694.0,2898.0,3,0,9.070503426788383
1157,681,2023-02-18 04:00:00,4136.0,Purchase,10.0,Very satisfied,2,2023-02,7905.0,3952.5,2,0,8.97537724385663
1158,895,2023-02-18 05:00:00,623.0,Purchase,10.0,Unsatisfactory,2,2023-02,11869.0,1483.625,8,1,9.381769487603714
1159,271,2023-02-18 06:00:00,108.0,Loan Payment,8.0,Unsatisfactory,9,2023-02,13787.0,1969.5714285714287,7,0,9.531553927636756
1160,620,2023-02-18 07:00:00,820.0,Loan Payment,10.0,Good service,8,2023-02,14011.0,1751.375,8,0,9.547669384317377
1193,231,2023-02-19 16:00:00,2546.0,Investment,10.0,Unsatisfactory,8,2023-02,4574.0,914.8,5,0,8.428361977709622
1194,201,2023-02-19 17:00:00,2001.0,Purchase,10.0,Unsatisfactory,8,2023-02,7618.0,1523.6,5,1,8.93840040647301
1195,885,2023-02-19 18:00:00,2938.0,Purchase,10.0,Good service,10,2023-02,27775.0,2525.0,11,0,10.231927617460077
1196,402,2023-02-19 19:00:00,3456.0,Investment,9.0,Unsatisfactory,2,2023-02,14498.0,2899.6,5,0,9.581834960513193
1197,149,2023-02-19 20:00:00,601.0,Loan Payment,6.0,Good service,2,2023-02,34396.0,2866.3333333333335,12,1,10.445724630256212
1198,584,2023-02-19 21:00:00,4638.0,Investment,6.0,Very satisfied,3,2023-02,17480.0,2497.1428571428573,7,0,9.768869855811184
1199,492,2023-02-19 22:00:00,0.0,Loan Payment,7.0,Needs improvement,5,2023-02,5192.0,1298.0,4,0,8.555066843844319
1200,226,2023-02-19 23:00:00,2882.0,Bill Payment,8.0,Excellent,6,2023-02,7757.0,3878.5,2,0,8.956479847999912
1169,666,2023-02-18 16:00:00,3350.0,Investment,8.0,Good service,6,2023-02,10534.0,2633.5,4,1,9.26245832623829
1170,115,2023-02-18 17:00:00,806.0,Loan Payment,7.0,Good service,7,2023-02,2727.0,681.75,4,0,7.911324018963352
1171,396,2023-02-18 18:00:00,0.0,Investment,10.0,Needs improvement,2,2023-02,371704.0,74340.8,5,0,12.825855807903237
1172,770,2023-02-18 19:00:00,3076.0,Investment,10.0,Unsatisfactory,4,2023-02,13819.0,2303.1666666666665,6,1,9.53387209732166
1173,657,2023-02-18 20:00:00,3030.0,Bill Payment,9.0,Needs improvement,9,2023-02,11565.0,2313.0,5,1,9.355825038718164
1174,803,2023-02-18 21:00:00,2690.0,Bill Payment,9.0,Unsatisfactory,7,2023-02,11711.0,2342.2,5,0,9.368369236201092
1175,522,2023-02-18 22:00:00,4451.0,Loan Payment,9.0,Unsatisfactory,9,2023-02,23279.0,2586.5555555555557,9,0,10.055349901845375
1176,880,2023-02-18 23:00:00,4829.0,Purchase,10.0,Good service,10,2023-02,10091.0,2522.75,4,0,9.219498309760949
1209,504,2023-02-20 08:00:00,1995.0,Loan Payment,8.0,Good service,3,2023-02,4149.0,1037.25,4,1,8.330863613224745
1210,737,2023-02-20 09:00:00,3302.0,Investment,10.0,Good service,6,2023-02,6979.0,3489.5,2,0,8.850804195756417
1211,550,2023-02-20 10:00:00,3252.0,Bill Payment,9.0,Very satisfied,8,2023-02,12162.0,2432.4,5,0,9.406153835618436
1212,44,2023-02-20 11:00:00,262.0,Bill Payment,10.0,Good service,8,2023-02,9153.0,2288.25,4,0,9.121946221213587
1213,697,2023-02-20 12:00:00,133.0,Purchase,10.0,Very satisfied,4,2023-02,3195.0,639.0,5,1,8.069655306886165
1214,504,2023-02-20 13:00:00,1246.0,Purchase,8.0,Good service,3,2023-02,4149.0,1037.25,4,0,8.330863613224745
1215,955,2023-02-20 14:00:00,633.0,Bill Payment,4.0,Good service,9,2023-02,17244.0,2874.0,6,1,9.755277525370941
1216,241,2023-02-20 15:00:00,3166.0,Loan Payment,10.0,Very satisfied,2,2023-02,18421.0,2302.625,8,1,9.821300881548181
1185,853,2023-02-19 08:00:00,4810.0,Purchase,9.0,Very satisfied,7,2023-02,11805.0,1475.625,8,0,9.376363155800634
1186,853,2023-02-19 09:00:00,991.0,Bill Payment,9.0,Very satisfied,7,2023-02,11805.0,1475.625,8,0,9.376363155800634
1187,213,2023-02-19 10:00:00,1275.0,Purchase,6.0,Very satisfied,9,2023-02,4766.0,953.2,5,0,8.469472455204826
1188,700,2023-02-19 11:00:00,753.0,Bill Payment,9.0,Needs improvement,9,2023-02,1669.0,834.5,2,0,7.4205789054108005
1189,684,2023-02-19 12:00:00,2441.0,Loan Payment,9.0,Good service,1,2023-02,19318.0,2146.4444444444443,9,0,9.868844346592555
1190,992,2023-02-19 13:00:00,384.0,Investment,7.0,Needs improvement,2,2023-02,17408.0,1934.2222222222222,9,1,9.764742592858719
1191,759,2023-02-19 14:00:00,1763.0,Purchase,10.0,Very satisfied,9,2023-02,16074.0,2296.285714285714,7,0,9.68502054910582
1192,5,2023-02-19 15:00:00,3907.0,Bill Payment,8.0,Unsatisfactory,7,2023-02,14798.0,2959.6,5,0,9.602314889901848
1225,466,2023-02-21 00:00:00,450.0,Loan Payment,10.0,Very satisfied,9,2023-02,18055.0,1805.5,10,1,9.801233318497372
1226,40,2023-02-21 01:00:00,2102.0,Purchase,9.0,Unsatisfactory,10,2023-02,6511.0,1627.75,4,0,8.781401907682376
1227,303,2023-02-21 02:00:00,2715.0,Purchase,8.0,Good service,9,2023-02,11487.0,2297.4,5,0,9.349058291288005
1228,681,2023-02-21 03:00:00,3769.0,Investment,10.0,Very satisfied,2,2023-02,7905.0,3952.5,2,0,8.97537724385663
1229,175,2023-02-21 04:00:00,563.0,Bill Payment,7.0,Good service,7,2023-02,16274.0,2324.8571428571427,7,0,9.69738546707677
1230,999,2023-02-21 05:00:00,4914.0,Loan Payment,10.0,Good service,9,2023-02,23962.0,2662.4444444444443,9,1,10.084266253072569
1231,532,2023-02-21 06:00:00,1122.0,Bill Payment,8.0,Unsatisfactory,5,2023-02,7664.0,1532.8,5,0,8.944419791305915
1232,461,2023-02-21 07:00:00,2787.0,Investment,10.0,Good service,9,2023-02,10757.0,3585.6666666666665,3,1,9.283404942833188
1201,586,2023-02-20 00:00:00,1186.0,Bill Payment,9.0,Very satisfied,9,2023-02,12796.0,2559.2,5,0,9.456966047437597
1202,819,2023-02-20 01:00:00,1345.0,Investment,6.0,Good service,5,2023-02,19758.0,2469.75,8,0,9.891364362733817
1203,169,2023-02-20 02:00:00,4703.0,Loan Payment,7.0,Good service,2,2023-02,21372.0,2374.6666666666665,9,0,9.96988372217581
1204,761,2023-02-20 03:00:00,122.0,Bill Payment,7.0,Good service,7,2023-02,18263.0,2029.2222222222222,9,1,9.812687188209631
1205,792,2023-02-20 04:00:00,3782.0,Loan Payment,9.0,Excellent,4,2023-02,24027.0,3003.375,8,0,10.086975095970052
1206,1000,2023-02-20 05:00:00,1855.0,Loan Payment,6.0,Unsatisfactory,5,2023-02,9652.0,1608.6666666666667,6,0,9.175024026848615
1207,152,2023-02-20 06:00:00,1997.0,Loan Payment,10.0,Needs improvement,7,2023-02,22796.0,3256.5714285714284,7,1,10.034384227337895
1208,224,2023-02-20 07:00:00,4839.0,Investment,10.0,Excellent,1,2023-02,9272.0,2318.0,4,0,9.134862230800225
1241,898,2023-02-21 16:00:00,4406.0,Bill Payment,10.0,Good service,2,2023-02,19588.0,2448.5,8,0,9.8827234631834
1242,540,2023-02-21 17:00:00,1232.0,Bill Payment,10.0,Unsatisfactory,2,2023-02,12452.0,1778.857142857143,7,0,9.429716836721148
1243,154,2023-02-21 18:00:00,4593.0,Bill Payment,7.0,Unsatisfactory,10,2023-02,15514.0,2585.6666666666665,6,0,9.64956257688248
1244,23,2023-02-21 19:00:00,1014.0,Investment,8.0,Good service,6,2023-02,17009.0,1700.9,10,0,9.741556685389908
1245,719,2023-02-21 20:00:00,486.0,Loan Payment,9.0,Needs improvement,10,2023-02,8705.0,1741.0,5,0,9.071767722112243
1246,932,2023-02-21 21:00:00,1145.0,Bill Payment,9.0,Very satisfied,2,2023-02,4120.0,1373.3333333333333,3,1,8.323851131338817
1247,91,2023-02-21 22:00:00,2866.0,Investment,10.0,Excellent,9,2023-02,9780.0,3260.0,3,0,9.188197007290492
1248,390,2023-02-21 23:00:00,1715.0,Purchase,9.0,Good service,4,2023-02,9314.0,2328.5,4,0,9.13938128303569
1217,930,2023-02-20 16:00:00,3146.0,Loan Payment,8.0,Good service,9,2023-02,23861.0,2386.1,10,1,10.080042514435746
1218,843,2023-02-20 17:00:00,3399.0,Bill Payment,10.0,Unsatisfactory,8,2023-02,10789.0,1798.1666666666667,6,0,9.28637505825218
1219,351,2023-02-20 18:00:00,3427.0,Bill Payment,10.0,Needs improvement,10,2023-02,29433.0,2675.7272727272725,11,0,10.289905747724058
1220,722,2023-02-20 19:00:00,1665.0,Purchase,10.0,Unsatisfactory,1,2023-02,19289.0,2755.5714285714284,7,1,9.867342105899775
1221,23,2023-02-20 20:00:00,1276.0,Loan Payment,8.0,Good service,6,2023-02,17009.0,1700.9,10,0,9.741556685389908
1222,636,2023-02-20 21:00:00,2955.0,Bill Payment,10.0,Unsatisfactory,9,2023-02,3398.0,1132.6666666666667,3,0,8.131236549696116
1223,598,2023-02-20 22:00:00,1170.0,Purchase,10.0,Good service,10,2023-02,12403.0,2480.6,5,0,9.42577428022034
1224,43,2023-02-20 23:00:00,2304.0,Purchase,10.0,Good service,5,2023-02,5050.0,1010.0,5,0,8.527341522468053
1257,766,2023-02-22 08:00:00,2252.0,Purchase,9.0,Very satisfied,6,2023-02,19941.0,3323.5,6,0,9.900583339388739
1258,38,2023-02-22 09:00:00,3100.0,Bill Payment,9.0,Very satisfied,3,2023-02,26319.0,2924.3333333333335,9,0,10.178084385439254
1259,733,2023-02-22 10:00:00,1897.0,Loan Payment,9.0,Very satisfied,8,2023-02,11756.0,2939.0,4,1,9.372204086867741
1260,500,2023-02-22 11:00:00,4569.0,Loan Payment,7.0,Very satisfied,9,2023-02,24141.0,3448.714285714286,7,0,10.091708341261072
1261,699,2023-02-22 12:00:00,983.0,Investment,9.0,Good service,3,2023-02,5221.0,1305.25,4,1,8.560635749259074
1262,43,2023-02-22 13:00:00,75.0,Purchase,10.0,Good service,5,2023-02,5050.0,1010.0,5,0,8.527341522468053
1263,871,2023-02-22 14:00:00,2916.0,Purchase,9.0,Needs improvement,7,2023-02,22842.0,2538.0,9,1,10.036400003655869
1264,626,2023-02-22 15:00:00,0.0,Purchase,9.0,Good service,10,2023-02,15230.0,2175.714285714286,7,0,9.631088103615504
1233,621,2023-02-21 08:00:00,1843.0,Loan Payment,10.0,Needs improvement,10,2023-02,12578.0,2515.6,5,1,9.439784035838873
1234,193,2023-02-21 09:00:00,1324.0,Bill Payment,10.0,Unsatisfactory,1,2023-02,18652.0,2664.5714285714284,7,0,9.833762270044563
1235,244,2023-02-21 10:00:00,3503.0,Purchase,7.0,Unsatisfactory,6,2023-02,25356.0,2535.6,10,1,10.140810105023608
1236,836,2023-02-21 11:00:00,3148.0,Loan Payment,10.0,Good service,6,2023-02,13760.0,2293.3333333333335,6,0,9.529593783265282
1237,280,2023-02-21 12:00:00,3122.0,Investment,10.0,Good service,5,2023-02,4335.0,2167.5,2,1,8.374707543119483
1238,740,2023-02-21 13:00:00,108.0,Purchase,10.0,Unsatisfactory,6,2023-02,12881.0,2576.2,5,1,9.463586267106836
1239,36,2023-02-21 14:00:00,3935.0,Investment,9.0,Very satisfied,8,2023-02,24595.0,2732.777777777778,9,0,10.11033910707336
1240,557,2023-02-21 15:00:00,1489.0,Purchase,7.0,Good service,5,2023-02,19825.0,2478.125,8,1,9.894749486592843
1273,974,2023-02-23 00:00:00,782.0,Loan Payment,10.0,Good service,10,2023-02,6081.0,1520.25,4,0,8.71308886823731
1274,779,2023-02-23 01:00:00,3867.0,Bill Payment,8.0,Good service,3,2023-02,3867.0,3867.0,1,0,8.260492856573185
1275,669,2023-02-23 02:00:00,3195.0,Bill Payment,7.0,Needs improvement,2,2023-02,8914.0,1273.4285714285713,7,1,9.09549053029724
1276,162,2023-02-23 03:00:00,549.0,Loan Payment,10.0,Very satisfied,6,2023-02,12887.0,1841.0,7,1,9.464051924856811
1277,214,2023-02-23 04:00:00,2059.0,Purchase,9.0,Good service,7,2023-02,11440.0,2288.0,5,0,9.344958673700944
1278,910,2023-02-23 05:00:00,3293.0,Loan Payment,10.0,Needs improvement,7,2023-02,14195.0,2839.0,5,1,9.560715513766388
1279,376,2023-02-23 06:00:00,4685.0,Loan Payment,7.0,Very satisfied,9,2023-02,18271.0,3045.1666666666665,6,1,9.813125112455737
1280,920,2023-02-23 07:00:00,1673.0,Purchase,10.0,Good service,3,2023-02,5981.0,1993.6666666666667,3,1,8.696510239189893
1249,931,2023-02-22 00:00:00,527.0,Bill Payment,10.0,Good service,2,2023-02,11821.0,2364.2,5,0,9.377717481384314
1250,359,2023-02-22 01:00:00,1230.0,Purchase,9.0,Very satisfied,2,2023-02,4150.0,1383.3333333333333,3,0,8.33110454805304
1251,550,2023-02-22 02:00:00,2516.0,Bill Payment,9.0,Very satisfied,8,2023-02,12162.0,2432.4,5,0,9.406153835618436
1252,931,2023-02-22 03:00:00,4335.0,Purchase,10.0,Good service,2,2023-02,11821.0,2364.2,5,0,9.377717481384314
1253,228,2023-02-22 04:00:00,1201.0,Investment,10.0,Unsatisfactory,1,2023-02,13969.0,2328.1666666666665,6,0,9.544667452251007
1254,202,2023-02-22 05:00:00,3890.0,Bill Payment,9.0,Unsatisfactory,3,2023-02,29806.0,2980.6,10,0,10.302498544237826
1255,350,2023-02-22 06:00:00,3253.0,Investment,10.0,Unsatisfactory,7,2023-02,19741.0,3948.2,5,1,9.890503624977834
1256,821,2023-02-22 07:00:00,1987.0,Investment,10.0,Excellent,10,2023-02,19290.0,2755.714285714286,7,0,9.867393944887889
1289,634,2023-02-23 16:00:00,3523.0,Bill Payment,10.0,Good service,6,2023-02,13732.0,3433.0,4,0,9.527556974530281
1290,230,2023-02-23 17:00:00,1581.0,Purchase,6.0,Good service,1,2023-02,8684.0,1736.8,5,1,9.069352678675205
1291,59,2023-02-23 18:00:00,4619.0,Loan Payment,10.0,Unsatisfactory,6,2023-02,202445.0,25305.625,8,1,12.218228463300186
1292,96,2023-02-23 19:00:00,2952.0,Loan Payment,10.0,Unsatisfactory,2,2023-02,9522.0,2380.5,4,0,9.161465204194046
1293,262,2023-02-23 20:00:00,4466.0,Purchase,10.0,Excellent,8,2023-02,22368.0,3195.4285714285716,7,0,10.015431350758112
1294,354,2023-02-23 21:00:00,2331.0,Bill Payment,9.0,Unsatisfactory,8,2023-02,10395.0,2598.75,4,0,9.249176395761381
1295,312,2023-02-23 22:00:00,3345.0,Purchase,8.0,Excellent,7,2023-02,20988.0,2998.285714285714,7,0,9.951753769945617
1296,136,2023-02-23 23:00:00,4632.0,Loan Payment,5.0,Needs improvement,2,2023-02,22198.0,3699.6666666666665,6,1,10.007802521800768
1265,772,2023-02-22 16:00:00,390200.0,Bill Payment,9.0,Unsatisfactory,8,2023-02,400974.0,80194.8,5,1,12.901654360205578
1266,517,2023-02-22 17:00:00,317.0,Bill Payment,10.0,Good service,9,2023-02,1303.0,434.3333333333333,3,1,7.1731917424865985
1267,68,2023-02-22 18:00:00,3418.0,Purchase,4.0,Excellent,1,2023-02,15692.0,2241.714285714286,7,0,9.66097003203872
1268,740,2023-02-22 19:00:00,3752.0,Loan Payment,10.0,Unsatisfactory,6,2023-02,12881.0,2576.2,5,0,9.463586267106836
1269,123,2023-02-22 20:00:00,792.0,Loan Payment,2.0,Good service,4,2023-02,9326.0,2331.5,4,0,9.140668698726863
1270,685,2023-02-22 21:00:00,4226.0,Bill Payment,9.0,Unsatisfactory,2,2023-02,14264.0,2377.3333333333335,6,0,9.5655642636476
1271,336,2023-02-22 22:00:00,775.0,Purchase,5.0,Good service,6,2023-02,9769.0,1395.5714285714287,7,0,9.187071745036828
1272,153,2023-02-22 23:00:00,3485.0,Loan Payment,10.0,Excellent,6,2023-02,14655.0,2931.0,5,0,9.592605086913911
1305,975,2023-02-24 08:00:00,3955.0,Purchase,9.0,Needs improvement,3,2023-02,8095.0,1619.0,5,1,8.999125391527247
1306,537,2023-02-24 09:00:00,339.0,Loan Payment,9.0,Good service,7,2023-02,15766.0,2252.285714285714,7,0,9.665674427237482
1307,854,2023-02-24 10:00:00,4868.0,Bill Payment,10.0,Excellent,9,2023-02,29982.0,3331.3333333333335,9,0,10.30838583336139
1308,146,2023-02-24 11:00:00,1973.0,Bill Payment,5.0,Unsatisfactory,9,2023-02,12493.0,2498.6,5,0,9.433003808053515
1309,524,2023-02-24 12:00:00,3098.0,Loan Payment,10.0,Good service,9,2023-02,6355.0,2118.3333333333335,3,0,8.757154527656606
1310,87,2023-02-24 13:00:00,2500.0,Purchase,8.0,Very satisfied,10,2023-02,11480.0,1640.0,7,1,9.348448774093812
1311,947,2023-02-24 14:00:00,150.0,Bill Payment,9.0,Excellent,4,2023-02,10655.0,2663.75,4,0,9.273878392780171
1312,109,2023-02-24 15:00:00,4549.0,Investment,4.0,Good service,7,2023-02,7492.0,1498.4,5,1,8.92172453036431
1281,443,2023-02-23 08:00:00,1057.0,Bill Payment,10.0,Unsatisfactory,1,2023-02,9381.0,2345.25,4,1,9.146548238888403
1282,423,2023-02-23 09:00:00,3846.0,Purchase,6.0,Unsatisfactory,10,2023-02,20042.0,2226.8888888888887,9,1,9.905635244593586
1283,538,2023-02-23 10:00:00,3449.0,Purchase,10.0,Good service,5,2023-02,15006.0,3001.2,5,0,9.616272037895989
1284,939,2023-02-23 11:00:00,515.0,Purchase,9.0,Excellent,9,2023-02,12446.0,2489.2,5,1,9.429234909000977
1285,804,2023-02-23 12:00:00,3257.0,Purchase,10.0,Unsatisfactory,1,2023-02,8973.0,2991.0,3,0,9.102086786535928
1286,935,2023-02-23 13:00:00,3510.0,Bill Payment,10.0,Good service,6,2023-02,16155.0,2307.8571428571427,7,1,9.690046776683303
1287,701,2023-02-23 14:00:00,1920.0,Loan Payment,8.0,Good service,8,2023-02,11640.0,2328.0,5,0,9.36228862824824
1288,912,2023-02-23 15:00:00,742.0,Investment,9.0,Needs improvement,1,2023-02,13115.0,2623.0,5,1,9.48158813796454
1321,822,2023-02-25 00:00:00,0.0,Loan Payment,9.0,Unsatisfactory,4,2023-02,6732.0,2244.0,3,0,8.814776088545281
1322,413,2023-02-25 01:00:00,0.0,Loan Payment,10.0,Needs improvement,6,2023-02,13270.0,2211.6666666666665,6,0,9.493336482437249
1323,614,2023-02-25 02:00:00,3612.0,Purchase,10.0,Very satisfied,10,2023-02,17075.0,2134.375,8,0,9.745429247877853
1324,937,2023-02-25 03:00:00,402.0,Loan Payment,10.0,Good service,7,2023-02,8717.0,1743.4,5,0,9.073145132798338
1325,649,2023-02-25 04:00:00,851.0,Purchase,10.0,Unsatisfactory,2,2023-02,198050.0,18004.545454545456,11,1,12.196279852267308
1326,191,2023-02-25 05:00:00,2458.0,Investment,9.0,Good service,8,2023-02,489516.0,81586.0,6,1,13.101174469665281
1327,973,2023-02-25 06:00:00,2801.0,Loan Payment,10.0,Needs improvement,1,2023-02,8433.0,2811.0,3,0,9.040026434306505
1328,933,2023-02-25 07:00:00,2963.0,Purchase,8.0,Good service,9,2023-02,17358.0,2893.0,6,0,9.761866382868549
1297,862,2023-02-24 00:00:00,4384.0,Loan Payment,9.0,Good service,4,2023-02,11593.0,2898.25,4,0,9.358243001899679
1298,795,2023-02-24 01:00:00,2763.0,Bill Payment,10.0,Good service,2,2023-02,27331.0,3904.4285714285716,7,0,10.215813455900669
1299,967,2023-02-24 02:00:00,1382.0,Investment,10.0,Good service,1,2023-02,12900.0,2580.0,5,0,9.465060106725137
1300,923,2023-02-24 03:00:00,1454.0,Purchase,7.0,Needs improvement,2,2023-02,21334.0,1939.4545454545455,11,1,9.9681041956221
1301,473,2023-02-24 04:00:00,3386.0,Investment,10.0,Unsatisfactory,5,2023-02,17689.0,3537.8,5,1,9.780754787153832
1302,632,2023-02-24 05:00:00,299.0,Loan Payment,8.0,Needs improvement,2,2023-02,10357.0,2589.25,4,0,9.245514446983837
1303,430,2023-02-24 06:00:00,2075.0,Investment,7.0,Needs improvement,6,2023-02,7856.0,2618.6666666666665,3,0,8.969160133175821
1304,937,2023-02-24 07:00:00,73.0,Purchase,10.0,Good service,7,2023-02,8717.0,1743.4,5,0,9.073145132798338
1337,439,2023-02-25 16:00:00,1538.0,Purchase,10.0,Very satisfied,3,2023-02,14223.0,2370.5,6,1,9.562685957753686
1338,111,2023-02-25 17:00:00,4203.0,Loan Payment,9.0,Needs improvement,2,2023-02,13866.0,2311.0,6,0,9.537267195753865
1339,744,2023-02-25 18:00:00,0.0,Bill Payment,10.0,Unsatisfactory,7,2023-02,7538.0,1884.5,4,0,8.927844826211702
1340,673,2023-02-25 19:00:00,1370.0,Loan Payment,8.0,Needs improvement,10,2023-02,7258.0,1814.5,4,0,8.889997357284841
1341,864,2023-02-25 20:00:00,3119.0,Purchase,10.0,Good service,4,2023-02,18418.0,1534.8333333333333,12,1,9.821138019519102
1342,839,2023-02-25 21:00:00,1333.0,Loan Payment,10.0,Good service,2,2023-02,8852.0,2213.0,4,0,9.08851166361105
1343,531,2023-02-25 22:00:00,2236.0,Purchase,9.0,Excellent,6,2023-02,9910.0,1982.0,5,1,9.201400530406708
1344,290,2023-02-25 23:00:00,3690.0,Loan Payment,6.0,Good service,2,2023-02,24774.0,3096.75,8,1,10.11759035919819
1313,423,2023-02-24 16:00:00,2483.0,Loan Payment,6.0,Unsatisfactory,10,2023-02,20042.0,2226.8888888888887,9,0,9.905635244593586
1314,345,2023-02-24 17:00:00,3913.0,Investment,7.0,Needs improvement,9,2023-02,14161.0,2360.1666666666665,6,0,9.55831760021172
1315,266,2023-02-24 18:00:00,459.0,Purchase,2.0,Very satisfied,6,2023-02,1636.0,818.0,2,0,7.400620577371135
1316,734,2023-02-24 19:00:00,1835.0,Bill Payment,10.0,Good service,4,2023-02,1835.0,1835.0,1,0,7.515344571180436
